battery_id,cycle_index,filename,capacity,init_capacity,eol_capacity_threshold,eol_cycle,RUL
B0005,127,05581.csv,1.3804366761974138,1.825780747577624,1.2780465233043368,168,41
B0005,128,05585.csv,1.3752364150256224,1.825780747577624,1.2780465233043368,168,40
B0005,129,05589.csv,1.3705128024895008,1.825780747577624,1.2780465233043368,168,39
B0005,130,05593.csv,1.37050855662704,1.825780747577624,1.2780465233043368,168,38
B0005,131,05597.csv,1.3647355108681518,1.825780747577624,1.2780465233043368,168,37
B0005,132,05601.csv,1.375392016895762,1.825780747577624,1.2780465233043368,168,36
B0005,133,05603.csv,1.3861115151535393,1.825780747577624,1.2780465233043368,168,35
B0005,134,05609.csv,1.3647827949260758,1.825780747577624,1.2780465233043368,168,34
B0005,135,05613.csv,1.3543220466259964,1.825780747577624,1.2780465233043368,168,33
B0005,136,05617.csv,1.3546417018378962,1.825780747577624,1.2780465233043368,168,32
B0005,137,05621.csv,1.354703921319241,1.825780747577624,1.2780465233043368,168,31
B0005,138,05629.csv,1.3441891937970554,1.825780747577624,1.2780465233043368,168,30
B0005,139,05633.csv,1.3389913790695755,1.825780747577624,1.2780465233043368,168,29
B0005,140,05637.csv,1.3389145230206971,1.825780747577624,1.2780465233043368,168,28
B0005,141,05649.csv,1.323170899227622,1.825780747577624,1.2780465233043368,168,27
B0005,142,05653.csv,1.3181691588445197,1.825780747577624,1.2780465233043368,168,26
B0005,143,05661.csv,1.318293040102702,1.825780747577624,1.2780465233043368,168,25
B0005,144,05665.csv,1.323872422244268,1.825780747577624,1.2780465233043368,168,24
B0005,145,05668.csv,1.3601216766554785,1.825780747577624,1.2780465233043368,168,23
B0005,146,05676.csv,1.3290286565120697,1.825780747577624,1.2780465233043368,168,22
B0005,147,05680.csv,1.3236741274998955,1.825780747577624,1.2780465233043368,168,21
B0005,148,05684.csv,1.318633896753293,1.825780747577624,1.2780465233043368,168,20
B0005,149,05688.csv,1.3134751321324272,1.825780747577624,1.2780465233043368,168,19
B0005,150,05700.csv,1.3030329186405918,1.825780747577624,1.2780465233043368,168,18
B0005,151,05708.csv,1.3034100438655642,1.825780747577624,1.2780465233043368,168,17
B0005,152,05720.csv,1.293463613844243,1.825780747577624,1.2780465233043368,168,16
B0005,153,05724.csv,1.288003392619118,1.825780747577624,1.2780465233043368,168,15
B0005,154,05728.csv,1.2874525221379407,1.825780747577624,1.2780465233043368,168,14
B0005,155,05732.csv,1.3090153642307354,1.825780747577624,1.2780465233043368,168,13
B0005,156,05734.csv,1.3250793286429356,1.825780747577624,1.2780465233043368,168,12
B0005,157,05264.csv,1.7418496047960008,1.825780747577624,1.2780465233043368,168,11
B0005,158,05278.csv,1.7673642076278957,1.825780747577624,1.2780465233043368,168,10
B0005,159,05294.csv,1.7364225056478186,1.825780747577624,1.2780465233043368,168,9
B0005,160,05372.csv,1.6015142233917594,1.825780747577624,1.2780465233043368,168,8
B0005,161,05527.csv,1.42806487344776,1.825780747577624,1.2780465233043368,168,7
B0005,162,05535.csv,1.417429032731308,1.825780747577624,1.2780465233043368,168,6
B0005,163,05547.csv,1.4075983731469897,1.825780747577624,1.2780465233043368,168,5
B0005,164,05565.csv,1.4012037783587623,1.825780747577624,1.2780465233043368,168,4
B0005,165,05657.csv,1.3184664436640334,1.825780747577624,1.2780465233043368,168,3
B0005,166,05696.csv,1.3077959946944353,1.825780747577624,1.2780465233043368,168,2
B0005,167,05704.csv,1.3033573559038203,1.825780747577624,1.2780465233043368,168,1
B0005,168,05384.csv,1.5849430707374117,1.825780747577624,1.2780465233043368,168,0
B0006,1,04558.csv,1.9242461121680092,1.9242461121680092,1.3469722785176064,21,20
B0006,2,04506.csv,2.035337591005598,1.9242461121680092,1.3469722785176064,21,19
B0006,3,04508.csv,2.025140246031412,1.9242461121680092,1.3469722785176064,21,18
B0006,4,04598.csv,1.855276687885587,1.9242461121680092,1.3469722785176064,21,17
B0006,5,04614.csv,1.7971018450305436,1.9242461121680092,1.3469722785176064,21,16
B0006,6,04644.csv,1.7337887419624838,1.9242461121680092,1.3469722785176064,21,15
B0006,7,04666.csv,1.7447409841836798,1.9242461121680092,1.3469722785176064,21,14
B0006,8,04522.csv,1.9681661764334244,1.9242461121680092,1.3469722785176064,21,13
B0006,9,04531.csv,1.9232799539368028,1.9242461121680092,1.3469722785176064,21,12
B0006,10,04533.csv,1.911889930948487,1.9242461121680092,1.3469722785176064,21,11
B0006,11,04694.csv,1.651121015038069,1.9242461121680092,1.3469722785176064,21,10
B0006,12,04698.csv,1.640134925619093,1.9242461121680092,1.3469722785176064,21,9
B0006,13,04702.csv,1.629199941616544,1.9242461121680092,1.3469722785176064,21,8
B0006,14,04844.csv,1.4518364681062514,1.9242461121680092,1.3469722785176064,21,7
B0006,15,04864.csv,1.420487649966195,1.9242461121680092,1.3469722785176064,21,6
B0006,16,04941.csv,1.378719022627353,1.9242461121680092,1.3469722785176064,21,5
B0006,17,04718.csv,1.5876273123575604,1.9242461121680092,1.3469722785176064,21,4
B0006,18,04720.csv,1.5829719744686166,1.9242461121680092,1.3469722785176064,21,3
B0006,19,04706.csv,1.6088496302961666,1.9242461121680092,1.3469722785176064,21,2
B0006,20,04710.csv,1.6035244898969248,1.9242461121680092,1.3469722785176064,21,1
B0006,21,04989.csv,1.3260128072353616,1.9242461121680092,1.3469722785176064,21,0
B0006,22,05009.csv,1.2895066722480757,1.9242461121680092,1.3469722785176064,21,0
B0006,23,05029.csv,1.263763942644078,1.9242461121680092,1.3469722785176064,21,0
B0006,24,05056.csv,1.2635402021758837,1.9242461121680092,1.3469722785176064,21,0
B0006,25,05076.csv,1.211102678915174,1.9242461121680092,1.3469722785176064,21,0
B0006,26,04774.csv,1.5040760088360112,1.9242461121680092,1.3469722785176064,21,0
B0006,27,04802.csv,1.4519237720967175,1.9242461121680092,1.3469722785176064,21,0
B0006,28,04794.csv,1.4675164935067897,1.9242461121680092,1.3469722785176064,21,0
B0006,29,04814.csv,1.4416741930284678,1.9242461121680092,1.3469722785176064,21,0
B0006,30,04586.csv,1.857228890885317,1.9242461121680092,1.3469722785176064,21,0
B0006,31,04606.csv,1.8185396073994429,1.9242461121680092,1.3469722785176064,21,0
B0006,32,04618.csv,1.7810046294120476,1.9242461121680092,1.3469722785176064,21,0
B0006,33,04622.csv,1.7710130422682329,1.9242461121680092,1.3469722785176064,21,0
B0006,34,04510.csv,2.013326371345464,1.9242461121680092,1.3469722785176064,21,0
B0006,35,04535.csv,1.9010667141979305,1.9242461121680092,1.3469722785176064,21,0
B0006,36,04686.csv,1.6714768322295086,1.9242461121680092,1.3469722785176064,21,0
B0006,37,04690.csv,1.6607591387047655,1.9242461121680092,1.3469722785176064,21,0
B0006,38,04824.csv,1.51470559175661,1.9242461121680092,1.3469722785176064,21,0
B0006,39,04714.csv,1.5989712144027983,1.9242461121680092,1.3469722785176064,21,0
B0006,40,05025.csv,1.2741273923001468,1.9242461121680092,1.3469722785176064,21,0
B0006,41,05096.csv,1.1796706818144624,1.9242461121680092,1.3469722785176064,21,0
B0006,42,05100.csv,1.1745952836753917,1.9242461121680092,1.3469722785176064,21,0
B0006,43,04550.csv,1.9575499080884025,1.9242461121680092,1.3469722785176064,21,0
B0006,44,04744.csv,1.5301570318067428,1.9242461121680092,1.3469722785176064,21,0
B0006,45,04817.csv,1.5935866593100128,1.9242461121680092,1.3469722785176064,21,0
B0006,46,04828.csv,1.4989786083335404,1.9242461121680092,1.3469722785176064,21,0
B0006,47,04512.csv,2.0132846655407413,1.9242461121680092,1.3469722785176064,21,0
B0006,48,04514.csv,2.000528337624771,1.9242461121680092,1.3469722785176064,21,0
B0006,49,04516.csv,2.0138990759931645,1.9242461121680092,1.3469722785176064,21,0
B0006,50,04518.csv,2.013101105626967,1.9242461121680092,1.3469722785176064,21,0
B0006,51,04520.csv,1.96878982627284,1.9242461121680092,1.3469722785176064,21,0
B0006,52,04524.csv,1.9572307917560536,1.9242461121680092,1.3469722785176064,21,0
B0006,53,04526.csv,1.9455991514129352,1.9242461121680092,1.3469722785176064,21,0
B0006,54,04529.csv,1.934750504484113,1.9242461121680092,1.3469722785176064,21,0
B0006,55,04537.csv,1.8891989948061456,1.9242461121680092,1.3469722785176064,21,0
B0006,56,04539.csv,1.878278372248849,1.9242461121680092,1.3469722785176064,21,0
B0006,57,04541.csv,1.8675697161520208,1.9242461121680092,1.3469722785176064,21,0
B0006,58,04543.csv,1.8675892574453767,1.9242461121680092,1.3469722785176064,21,0
B0006,59,04546.csv,1.979626548250818,1.9242461121680092,1.3469722785176064,21,0
B0006,60,04554.csv,1.9458150170787551,1.9242461121680092,1.3469722785176064,21,0
B0006,61,04562.csv,1.945981133142164,1.9242461121680092,1.3469722785176064,21,0
B0006,62,04566.csv,1.901407930553079,1.9242461121680092,1.3469722785176064,21,0
B0006,63,04570.csv,1.878674213680085,1.9242461121680092,1.3469722785176064,21,0
B0006,64,04574.csv,1.8683061328264217,1.9242461121680092,1.3469722785176064,21,0
B0006,65,04578.csv,1.8560244070083,1.9242461121680092,1.3469722785176064,21,0
B0006,66,04582.csv,1.8451997961855775,1.9242461121680092,1.3469722785176064,21,0
B0006,67,04590.csv,1.9247760889090637,1.9242461121680092,1.3469722785176064,21,0
B0006,68,04594.csv,1.8822317526092551,1.9242461121680092,1.3469722785176064,21,0
B0006,69,04602.csv,1.839250891718188,1.9242461121680092,1.3469722785176064,21,0
B0006,70,04610.csv,1.8134770059567056,1.9242461121680092,1.3469722785176064,21,0
B0006,71,04626.csv,1.7604712448170945,1.9242461121680092,1.3469722785176064,21,0
B0006,72,04630.csv,1.7502913788006589,1.9242461121680092,1.3469722785176064,21,0
B0006,73,04634.csv,1.7394925037732578,1.9242461121680092,1.3469722785176064,21,0
B0006,74,04638.csv,1.7546766553637203,1.9242461121680092,1.3469722785176064,21,0
B0006,75,04640.csv,1.7659390941842177,1.9242461121680092,1.3469722785176064,21,0
B0006,76,04652.csv,1.7024077813673466,1.9242461121680092,1.3469722785176064,21,0
B0006,77,04654.csv,1.82371946178183,1.9242461121680092,1.3469722785176064,21,0
B0006,78,04658.csv,1.8081284050314708,1.9242461121680092,1.3469722785176064,21,0
B0006,79,04670.csv,1.729207034132373,1.9242461121680092,1.3469722785176064,21,0
B0006,80,04674.csv,1.7081086552553244,1.9242461121680092,1.3469722785176064,21,0
B0006,81,04682.csv,1.6820634524029463,1.9242461121680092,1.3469722785176064,21,0
B0006,82,04724.csv,1.567137636713563,1.9242461121680092,1.3469722785176064,21,0
B0006,83,04728.csv,1.5613446139713882,1.9242461121680092,1.3469722785176064,21,0
B0006,84,04732.csv,1.551171189279042,1.9242461121680092,1.3469722785176064,21,0
B0006,85,04736.csv,1.5406741606295171,1.9242461121680092,1.3469722785176064,21,0
B0006,86,04740.csv,1.5253138744624433,1.9242461121680092,1.3469722785176064,21,0
B0006,87,04748.csv,1.524656683447409,1.9242461121680092,1.3469722785176064,21,0
B0006,88,04752.csv,1.5145492986655429,1.9242461121680092,1.3469722785176064,21,0
B0006,89,04760.csv,1.5039974333050703,1.9242461121680092,1.3469722785176064,21,0
B0006,90,04764.csv,1.4935201918040188,1.9242461121680092,1.3469722785176064,21,0
B0006,91,04770.csv,1.5302876214401704,1.9242461121680092,1.3469722785176064,21,0
B0006,92,04778.csv,1.4887593608730894,1.9242461121680092,1.3469722785176064,21,0
B0006,93,04782.csv,1.4782779285546637,1.9242461121680092,1.3469722785176064,21,0
B0006,94,04786.csv,1.478459982215684,1.9242461121680092,1.3469722785176064,21,0
B0006,95,04790.csv,1.473214844899973,1.9242461121680092,1.3469722785176064,21,0
B0006,96,04798.csv,1.4516292657521337,1.9242461121680092,1.3469722785176064,21,0
B0006,97,04806.csv,1.4471484694777743,1.9242461121680092,1.3469722785176064,21,0
B0006,98,04810.csv,1.4468538105659885,1.9242461121680092,1.3469722785176064,21,0
B0006,99,04820.csv,1.5463902376915637,1.9242461121680092,1.3469722785176064,21,0
B0006,100,04832.csv,1.4831110745410492,1.9242461121680092,1.3469722785176064,21,0
B0006,101,04836.csv,1.4729664825468278,1.9242461121680092,1.3469722785176064,21,0
B0006,102,04840.csv,1.4627604396099307,1.9242461121680092,1.3469722785176064,21,0
B0006,103,04848.csv,1.4468670644030392,1.9242461121680092,1.3469722785176064,21,0
B0006,104,04852.csv,1.441380399427779,1.9242461121680092,1.3469722785176064,21,0
B0006,105,04856.csv,1.431210744960774,1.9242461121680092,1.3469722785176064,21,0
B0006,106,04860.csv,1.4260247179525716,1.9242461121680092,1.3469722785176064,21,0
B0006,107,04868.csv,1.4207006230355006,1.9242461121680092,1.3469722785176064,21,0
B0006,108,04871.csv,1.452255804330839,1.9242461121680092,1.3469722785176064,21,0
B0006,109,04875.csv,1.431557632772571,1.9242461121680092,1.3469722785176064,21,0
B0006,110,04879.csv,1.415015751158943,1.9242461121680092,1.3469722785176064,21,0
B0006,111,04883.csv,1.4097311506517451,1.9242461121680092,1.3469722785176064,21,0
B0006,112,04887.csv,1.404917318129309,1.9242461121680092,1.3469722785176064,21,0
B0006,113,04891.csv,1.395164296571563,1.9242461121680092,1.3469722785176064,21,0
B0006,114,04895.csv,1.3945343832614077,1.9242461121680092,1.3469722785176064,21,0
B0006,115,04899.csv,1.3893171179312644,1.9242461121680092,1.3469722785176064,21,0
B0006,116,04903.csv,1.3838379472327809,1.9242461121680092,1.3469722785176064,21,0
B0006,117,04907.csv,1.3736814238195123,1.9242461121680092,1.3469722785176064,21,0
B0006,118,04915.csv,1.3737600299108574,1.9242461121680092,1.3469722785176064,21,0
B0006,119,04923.csv,1.3633024037317505,1.9242461121680092,1.3469722785176064,21,0
B0006,120,04927.csv,1.35809661401726,1.9242461121680092,1.3469722785176064,21,0
B0006,121,04935.csv,1.3841605738237488,1.9242461121680092,1.3469722785176064,21,0
B0006,122,04937.csv,1.4051467790651473,1.9242461121680092,1.3469722785176064,21,0
B0006,123,04945.csv,1.3682657783199066,1.9242461121680092,1.3469722785176064,21,0
B0006,124,04953.csv,1.3524934638801596,1.9242461121680092,1.3469722785176064,21,0
B0006,125,04957.csv,1.3474099151661236,1.9242461121680092,1.3469722785176064,21,0
B0006,126,04961.csv,1.3370075130842318,1.9242461121680092,1.3469722785176064,21,0
B0006,127,04965.csv,1.3312352966718526,1.9242461121680092,1.3469722785176064,21,0
B0006,128,04969.csv,1.3259303781727645,1.9242461121680092,1.3469722785176064,21,0
B0006,129,04973.csv,1.321578743867529,1.9242461121680092,1.3469722785176064,21,0
B0006,130,04977.csv,1.321225074066109,1.9242461121680092,1.3469722785176064,21,0
B0006,131,04981.csv,1.3156485301862682,1.9242461121680092,1.3469722785176064,21,0
B0006,132,04985.csv,1.3209025697502388,1.9242461121680092,1.3469722785176064,21,0
B0006,133,04987.csv,1.3474328767273906,1.9242461121680092,1.3469722785176064,21,0
B0006,134,04993.csv,1.3101186784831065,1.9242461121680092,1.3469722785176064,21,0
B0006,135,04997.csv,1.30521620229393,1.9242461121680092,1.3469722785176064,21,0
B0006,136,05001.csv,1.3004061951355774,1.9242461121680092,1.3469722785176064,21,0
B0006,137,05005.csv,1.300235735841116,1.9242461121680092,1.3469722785176064,21,0
B0006,138,05013.csv,1.279253057384795,1.9242461121680092,1.3469722785176064,21,0
B0006,139,05017.csv,1.2792078171714618,1.9242461121680092,1.3469722785176064,21,0
B0006,140,05021.csv,1.274036760902923,1.9242461121680092,1.3469722785176064,21,0
B0006,141,05033.csv,1.2581373688955233,1.9242461121680092,1.3469722785176064,21,0
B0006,142,05037.csv,1.253259864055301,1.9242461121680092,1.3469722785176064,21,0
B0006,143,05045.csv,1.2480874960313575,1.9242461121680092,1.3469722785176064,21,0
B0006,144,05049.csv,1.2534354284944844,1.9242461121680092,1.3469722785176064,21,0
B0006,145,05052.csv,1.28980487732669,1.9242461121680092,1.3469722785176064,21,0
B0006,146,05060.csv,1.2479761706842851,1.9242461121680092,1.3469722785176064,21,0
B0006,147,05064.csv,1.2321202877943334,1.9242461121680092,1.3469722785176064,21,0
B0006,148,05068.csv,1.2271137666213534,1.9242461121680092,1.3469722785176064,21,0
B0006,149,05072.csv,1.2217397581377356,1.9242461121680092,1.3469722785176064,21,0
B0006,150,05084.csv,1.2008936262717274,1.9242461121680092,1.3469722785176064,21,0
B0006,151,05092.csv,1.185179251041941,1.9242461121680092,1.3469722785176064,21,0
B0006,152,05104.csv,1.15381833159625,1.9242461121680092,1.3469722785176064,21,0
B0006,153,05108.csv,1.1644009557372264,1.9242461121680092,1.3469722785176064,21,0
B0006,154,05112.csv,1.1587974947916069,1.9242461121680092,1.3469722785176064,21,0
B0006,155,05116.csv,1.1749748834769171,1.9242461121680092,1.3469722785176064,21,0
B0006,156,05118.csv,1.1856752327929356,1.9242461121680092,1.3469722785176064,21,0
B0006,157,04648.csv,1.713325912040734,1.9242461121680092,1.3469722785176064,21,0
B0006,158,04662.csv,1.7757610945034283,1.9242461121680092,1.3469722785176064,21,0
B0006,159,04678.csv,1.6975954237461768,1.9242461121680092,1.3469722785176064,21,0
B0006,160,04756.csv,1.509391504602082,1.9242461121680092,1.3469722785176064,21,0
B0006,161,04911.csv,1.3786059891863676,1.9242461121680092,1.3469722785176064,21,0
